
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
05:30:00;142;Réelle
05:00:00;128;Réelle
04:30:00;142;Réelle
04:00:00;134;Réelle
03:30:00;796;Réelle
03:00:00;208;Réelle
02:30:00;692;Réelle
02:00:00;672;Réelle
01:30:00;2616;Réelle
01:00:00;992;Réelle
00:30:00;174;Réelle

01/08/2020;;
00:00:00;192;Réelle
23:30:00;198;Réelle
23:00:00;272;Réelle
22:30:00;286;Réelle
22:00:00;374;Réelle
21:30:00;204;Réelle
21:00:00;192;Réelle
20:30:00;184;Réelle
20:00:00;248;Réelle
19:30:00;162;Réelle
19:00:00;170;Réelle
18:30:00;182;Réelle
18:00:00;146;Réelle
17:30:00;226;Réelle
17:00:00;186;Réelle
16:30:00;150;Réelle
16:00:00;206;Réelle
15:30:00;150;Réelle
15:00:00;158;Réelle
14:30:00;174;Réelle
14:00:00;150;Réelle
13:30:00;1126;Réelle
13:00:00;2898;Réelle
12:30:00;1350;Réelle
12:00:00;136;Réelle
11:30:00;134;Réelle
11:00:00;150;Réelle
10:30:00;254;Réelle
10:00:00;260;Réelle
09:30:00;282;Réelle
09:00:00;452;Réelle
08:30:00;220;Réelle
08:00:00;202;Réelle
07:30:00;146;Réelle
07:00:00;188;Réelle
06:30:00;140;Réelle
06:00:00;134;Réelle
05:30:00;130;Réelle
05:00:00;134;Réelle
04:30:00;142;Réelle
04:00:00;126;Réelle
03:30:00;136;Réelle
03:00:00;144;Réelle
02:30:00;122;Réelle
02:00:00;406;Réelle
01:30:00;2628;Réelle
01:00:00;1038;Réelle
00:30:00;192;Réelle

31/07/2020;;
00:00:00;214;Réelle
23:30:00;254;Réelle
23:00:00;332;Réelle
22:30:00;314;Réelle
22:00:00;442;Réelle
21:30:00;224;Réelle
21:00:00;382;Réelle
20:30:00;602;Réelle
20:00:00;226;Réelle
19:30:00;230;Réelle
19:00:00;186;Réelle
18:30:00;140;Réelle
18:00:00;166;Réelle
17:30:00;174;Réelle
17:00:00;152;Réelle
16:30:00;162;Réelle
16:00:00;154;Réelle
15:30:00;224;Réelle
15:00:00;184;Réelle
14:30:00;152;Réelle
14:00:00;974;Réelle
13:30:00;1430;Réelle
13:00:00;2608;Réelle
12:30:00;1736;Réelle
12:00:00;190;Réelle
11:30:00;216;Réelle
11:00:00;216;Réelle
10:30:00;158;Réelle
10:00:00;168;Réelle
09:30:00;324;Réelle
09:00:00;216;Réelle
08:30:00;176;Réelle
08:00:00;414;Réelle
07:30:00;352;Réelle
07:00:00;132;Réelle
06:30:00;154;Réelle
06:00:00;130;Réelle
05:30:00;154;Réelle
05:00:00;136;Réelle
04:30:00;184;Réelle
04:00:00;142;Réelle
03:30:00;138;Réelle
03:00:00;154;Réelle
02:30:00;130;Réelle
02:00:00;158;Réelle
01:30:00;2376;Réelle
01:00:00;1000;Réelle
00:30:00;162;Réelle

30/07/2020;;
00:00:00;226;Réelle
23:30:00;304;Réelle
23:00:00;286;Réelle
22:30:00;254;Réelle
22:00:00;516;Réelle
21:30:00;358;Réelle
21:00:00;346;Réelle
20:30:00;144;Réelle
20:00:00;172;Réelle
19:30:00;204;Réelle
19:00:00;154;Réelle
18:30:00;172;Réelle
18:00:00;136;Réelle
17:30:00;160;Réelle
17:00:00;158;Réelle
16:30:00;146;Réelle
16:00:00;142;Réelle
15:30:00;134;Réelle
15:00:00;200;Réelle
14:30:00;154;Réelle
14:00:00;290;Réelle
13:30:00;1986;Réelle
13:00:00;2628;Réelle
12:30:00;1038;Réelle
12:00:00;146;Réelle
11:30:00;226;Réelle
11:00:00;116;Réelle
10:30:00;232;Réelle
10:00:00;194;Réelle
09:30:00;354;Réelle
09:00:00;296;Réelle
08:30:00;314;Réelle
08:00:00;596;Réelle
07:30:00;600;Réelle
07:00:00;178;Réelle
06:30:00;140;Réelle
06:00:00;136;Réelle
05:30:00;152;Réelle
05:00:00;126;Réelle
04:30:00;156;Réelle
04:00:00;128;Réelle
03:30:00;154;Réelle
03:00:00;136;Réelle
02:30:00;154;Réelle
02:00:00;150;Réelle
01:30:00;2354;Réelle
01:00:00;996;Réelle
00:30:00;154;Réelle

29/07/2020;;
00:00:00;222;Réelle
23:30:00;220;Réelle
23:00:00;280;Réelle
22:30:00;326;Réelle
22:00:00;610;Réelle
21:30:00;238;Réelle
21:00:00;246;Réelle
20:30:00;176;Réelle
20:00:00;196;Réelle
19:30:00;180;Réelle
19:00:00;162;Réelle
18:30:00;146;Réelle
18:00:00;174;Réelle
17:30:00;192;Réelle
17:00:00;228;Réelle
16:30:00;186;Réelle
16:00:00;188;Réelle
15:30:00;188;Réelle
15:00:00;250;Réelle
14:30:00;1644;Réelle
14:00:00;334;Réelle
13:30:00;1926;Réelle
13:00:00;3414;Réelle
12:30:00;1406;Réelle
12:00:00;292;Réelle
11:30:00;292;Réelle
11:00:00;306;Réelle
10:30:00;1540;Réelle
10:00:00;382;Réelle
09:30:00;382;Réelle
09:00:00;254;Réelle
08:30:00;716;Réelle
08:00:00;458;Réelle
07:30:00;234;Réelle
07:00:00;248;Réelle
06:30:00;234;Réelle
06:00:00;292;Réelle
05:30:00;298;Réelle
05:00:00;346;Réelle
04:30:00;1392;Réelle
04:00:00;154;Réelle
03:30:00;142;Réelle
03:00:00;142;Réelle
02:30:00;146;Réelle
02:00:00;696;Réelle
01:30:00;2666;Réelle
01:00:00;992;Réelle
00:30:00;186;Réelle

28/07/2020;;
00:00:00;212;Réelle
23:30:00;298;Réelle
23:00:00;242;Réelle
22:30:00;306;Réelle
22:00:00;596;Réelle
21:30:00;182;Réelle
21:00:00;166;Réelle
20:30:00;236;Réelle
20:00:00;334;Réelle
19:30:00;336;Réelle
19:00:00;146;Réelle
18:30:00;156;Réelle
18:00:00;192;Réelle
17:30:00;202;Réelle
17:00:00;224;Réelle
16:30:00;224;Réelle
16:00:00;234;Réelle
15:30:00;230;Réelle
15:00:00;218;Réelle
14:30:00;240;Réelle
14:00:00;324;Réelle
13:30:00;1466;Réelle
13:00:00;3278;Réelle
12:30:00;952;Réelle
12:00:00;158;Réelle
11:30:00;172;Réelle
11:00:00;330;Réelle
10:30:00;212;Réelle
10:00:00;220;Réelle
09:30:00;196;Réelle
09:00:00;240;Réelle
08:30:00;318;Réelle
08:00:00;484;Réelle
07:30:00;402;Réelle
07:00:00;122;Réelle
06:30:00;138;Réelle
06:00:00;130;Réelle
05:30:00;124;Réelle
05:00:00;140;Réelle
04:30:00;1068;Réelle
04:00:00;568;Réelle
03:30:00;576;Réelle
03:00:00;468;Réelle
02:30:00;152;Réelle
02:00:00;152;Réelle
01:30:00;2466;Réelle
01:00:00;1000;Réelle
00:30:00;206;Réelle

27/07/2020;;
00:00:00;206;Réelle
23:30:00;256;Réelle
23:00:00;304;Réelle
22:30:00;302;Réelle
22:00:00;626;Réelle
21:30:00;194;Réelle
21:00:00;314;Réelle
20:30:00;1716;Réelle
20:00:00;320;Réelle
19:30:00;222;Réelle
19:00:00;198;Réelle
18:30:00;172;Réelle
18:00:00;180;Réelle
17:30:00;166;Réelle
17:00:00;202;Réelle
16:30:00;178;Réelle
16:00:00;224;Réelle
15:30:00;214;Réelle
15:00:00;180;Réelle
14:30:00;226;Réelle
14:00:00;142;Réelle
13:30:00;998;Réelle
13:00:00;2574;Réelle
12:30:00;976;Réelle
12:00:00;898;Réelle
11:30:00;248;Réelle
11:00:00;294;Réelle
10:30:00;960;Réelle
10:00:00;1058;Réelle
09:30:00;286;Réelle
09:00:00;318;Réelle
08:30:00;300;Réelle
08:00:00;594;Réelle
07:30:00;624;Réelle
07:00:00;124;Réelle
06:30:00;150;Réelle
06:00:00;126;Réelle
05:30:00;142;Réelle
05:00:00;136;Réelle
04:30:00;136;Réelle
04:00:00;144;Réelle
03:30:00;166;Réelle
03:00:00;146;Réelle
02:30:00;132;Réelle
02:00:00;142;Réelle
01:30:00;2584;Réelle
01:00:00;968;Réelle
00:30:00;138;Réelle

26/07/2020;;
00:00:00;204;Réelle
23:30:00;212;Réelle
23:00:00;260;Réelle
22:30:00;232;Réelle
22:00:00;634;Réelle
21:30:00;302;Réelle
21:00:00;226;Réelle
20:30:00;252;Réelle
20:00:00;1416;Réelle
19:30:00;208;Réelle
19:00:00;188;Réelle
18:30:00;202;Réelle
18:00:00;160;Réelle
17:30:00;164;Réelle
17:00:00;146;Réelle
16:30:00;140;Réelle
16:00:00;144;Réelle
15:30:00;140;Réelle
15:00:00;148;Réelle
14:30:00;136;Réelle
14:00:00;818;Réelle
13:30:00;2594;Réelle
13:00:00;2618;Réelle
12:30:00;1078;Réelle
12:00:00;184;Réelle
11:30:00;160;Réelle
11:00:00;184;Réelle
10:30:00;214;Réelle
10:00:00;224;Réelle
09:30:00;282;Réelle
09:00:00;580;Réelle
08:30:00;248;Réelle
08:00:00;222;Réelle
07:30:00;558;Réelle
07:00:00;150;Réelle
06:30:00;128;Réelle
06:00:00;148;Réelle
05:30:00;132;Réelle
05:00:00;190;Réelle
04:30:00;570;Réelle
04:00:00;746;Réelle
03:30:00;550;Réelle
03:00:00;796;Réelle
02:30:00;262;Réelle
02:00:00;122;Réelle
01:30:00;1972;Réelle
01:00:00;1074;Réelle
00:30:00;264;Réelle

25/07/2020;;
00:00:00;258;Réelle
23:30:00;300;Réelle
23:00:00;374;Réelle
22:30:00;362;Réelle
22:00:00;800;Réelle
21:30:00;234;Réelle
21:00:00;328;Réelle
20:30:00;374;Réelle
20:00:00;366;Réelle
19:30:00;162;Réelle
19:00:00;144;Réelle
18:30:00;154;Réelle
18:00:00;156;Réelle
17:30:00;152;Réelle
17:00:00;246;Réelle
16:30:00;138;Réelle
16:00:00;180;Réelle
15:30:00;154;Réelle
15:00:00;194;Réelle
14:30:00;176;Réelle
14:00:00;212;Réelle
13:30:00;536;Réelle
13:00:00;2612;Réelle
12:30:00;994;Réelle
12:00:00;154;Réelle
11:30:00;212;Réelle
11:00:00;142;Réelle
10:30:00;352;Réelle
10:00:00;476;Réelle
09:30:00;280;Réelle
09:00:00;536;Réelle
08:30:00;142;Réelle
08:00:00;150;Réelle
07:30:00;194;Réelle
07:00:00;132;Réelle
06:30:00;142;Réelle
06:00:00;126;Réelle
05:30:00;150;Réelle
05:00:00;120;Réelle
04:30:00;192;Réelle
04:00:00;122;Réelle
03:30:00;150;Réelle
03:00:00;130;Réelle
02:30:00;142;Réelle
02:00:00;138;Réelle
01:30:00;1668;Réelle
01:00:00;986;Réelle
00:30:00;156;Réelle

24/07/2020;;
00:00:00;192;Réelle
23:30:00;202;Réelle
23:00:00;246;Réelle
22:30:00;230;Réelle
22:00:00;632;Réelle
21:30:00;272;Réelle
21:00:00;172;Réelle
20:30:00;624;Réelle
20:00:00;206;Réelle
19:30:00;144;Réelle
19:00:00;160;Réelle
18:30:00;132;Réelle
18:00:00;172;Réelle
17:30:00;144;Réelle
17:00:00;160;Réelle
16:30:00;218;Réelle
16:00:00;230;Réelle
15:30:00;138;Réelle
15:00:00;142;Réelle
14:30:00;204;Réelle
14:00:00;158;Réelle
13:30:00;3114;Réelle
13:00:00;3626;Réelle
12:30:00;1018;Réelle
12:00:00;124;Réelle
11:30:00;136;Réelle
11:00:00;290;Réelle
10:30:00;722;Réelle
10:00:00;182;Réelle
09:30:00;142;Réelle
09:00:00;172;Réelle
08:30:00;208;Réelle
08:00:00;468;Réelle
07:30:00;204;Réelle
07:00:00;124;Réelle
06:30:00;142;Réelle
06:00:00;160;Réelle
05:30:00;136;Réelle
05:00:00;136;Réelle
04:30:00;132;Réelle
04:00:00;238;Réelle
03:30:00;1042;Réelle
03:00:00;458;Réelle
02:30:00;640;Réelle
02:00:00;142;Réelle
01:30:00;1878;Réelle
01:00:00;972;Réelle
00:30:00;142;Réelle

23/07/2020;;
00:00:00;138;Réelle
23:30:00;182;Réelle
23:00:00;190;Réelle
22:30:00;274;Réelle
22:00:00;644;Réelle
21:30:00;288;Réelle
21:00:00;284;Réelle
20:30:00;286;Réelle
20:00:00;262;Réelle
19:30:00;266;Réelle
19:00:00;236;Réelle
18:30:00;230;Réelle
18:00:00;226;Réelle
17:30:00;232;Réelle
17:00:00;212;Réelle
16:30:00;232;Réelle
16:00:00;200;Réelle
15:30:00;236;Réelle
15:00:00;206;Réelle
14:30:00;230;Réelle
14:00:00;212;Réelle
13:30:00;1514;Réelle
13:00:00;2704;Réelle
12:30:00;1242;Réelle
12:00:00;548;Réelle
11:30:00;764;Réelle
11:00:00;332;Réelle
10:30:00;368;Réelle
10:00:00;466;Réelle
09:30:00;458;Réelle
09:00:00;414;Réelle
08:30:00;490;Réelle
08:00:00;770;Réelle
07:30:00;920;Réelle
07:00:00;194;Réelle
06:30:00;196;Réelle
06:00:00;216;Réelle
05:30:00;198;Réelle
05:00:00;208;Réelle
04:30:00;162;Réelle
04:00:00;260;Réelle
03:30:00;190;Réelle
03:00:00;148;Réelle
02:30:00;146;Réelle
02:00:00;148;Réelle
01:30:00;1856;Réelle
01:00:00;990;Réelle
00:30:00;140;Réelle

22/07/2020;;
00:00:00;154;Réelle
23:30:00;154;Réelle
23:00:00;208;Réelle
22:30:00;322;Réelle
22:00:00;698;Réelle
21:30:00;180;Réelle
21:00:00;208;Réelle
20:30:00;192;Réelle
20:00:00;218;Réelle
19:30:00;192;Réelle
19:00:00;162;Réelle
18:30:00;184;Réelle
18:00:00;154;Réelle
17:30:00;178;Réelle
17:00:00;124;Réelle
16:30:00;216;Réelle
16:00:00;148;Réelle
15:30:00;204;Réelle
15:00:00;152;Réelle
14:30:00;172;Réelle
14:00:00;178;Réelle
13:30:00;1870;Réelle
13:00:00;2622;Réelle
12:30:00;1152;Réelle
12:00:00;746;Réelle
11:30:00;258;Réelle
11:00:00;466;Réelle
10:30:00;368;Réelle
10:00:00;372;Réelle
09:30:00;324;Réelle
09:00:00;418;Réelle
08:30:00;344;Réelle
08:00:00;644;Réelle
07:30:00;818;Réelle
07:00:00;144;Réelle
06:30:00;166;Réelle
06:00:00;142;Réelle
05:30:00;130;Réelle
05:00:00;278;Réelle
04:30:00;1016;Réelle
04:00:00;526;Réelle
03:30:00;592;Réelle
03:00:00;460;Réelle
02:30:00;144;Réelle
02:00:00;1262;Réelle
01:30:00;2654;Réelle
01:00:00;1002;Réelle
00:30:00;120;Réelle

21/07/2020;;
00:00:00;168;Réelle
23:30:00;240;Réelle
23:00:00;270;Réelle
22:30:00;290;Réelle
22:00:00;662;Réelle
21:30:00;274;Réelle
21:00:00;208;Réelle
20:30:00;210;Réelle
20:00:00;1650;Réelle
19:30:00;224;Réelle
19:00:00;404;Réelle
18:30:00;206;Réelle
18:00:00;196;Réelle
17:30:00;282;Réelle
17:00:00;176;Réelle
16:30:00;238;Réelle
16:00:00;170;Réelle
15:30:00;212;Réelle
15:00:00;228;Réelle
14:30:00;234;Réelle
14:00:00;296;Réelle
13:30:00;2156;Réelle
13:00:00;2832;Réelle
12:30:00;1224;Réelle
12:00:00;394;Réelle
11:30:00;394;Réelle
11:00:00;434;Réelle
10:30:00;782;Réelle
10:00:00;290;Réelle
09:30:00;326;Réelle
09:00:00;272;Réelle
08:30:00;294;Réelle
08:00:00;634;Réelle
07:30:00;756;Réelle
07:00:00;130;Réelle
06:30:00;134;Réelle
06:00:00;130;Réelle
05:30:00;142;Réelle
05:00:00;156;Réelle
04:30:00;346;Réelle
04:00:00;200;Réelle
03:30:00;266;Réelle
03:00:00;236;Réelle
02:30:00;930;Réelle
02:00:00;964;Réelle
01:30:00;2626;Réelle
01:00:00;996;Réelle
00:30:00;138;Réelle

20/07/2020;;
00:00:00;178;Réelle
23:30:00;202;Réelle
23:00:00;216;Réelle
22:30:00;278;Réelle
22:00:00;634;Réelle
21:30:00;180;Réelle
21:00:00;372;Réelle
20:30:00;1256;Réelle
20:00:00;650;Réelle
19:30:00;194;Réelle
19:00:00;168;Réelle
18:30:00;146;Réelle
18:00:00;150;Réelle
17:30:00;180;Réelle
17:00:00;174;Réelle
16:30:00;164;Réelle
16:00:00;150;Réelle
15:30:00;198;Réelle
15:00:00;136;Réelle
14:30:00;146;Réelle
14:00:00;172;Réelle
13:30:00;1972;Réelle
13:00:00;2590;Réelle
12:30:00;960;Réelle
12:00:00;140;Réelle
11:30:00;130;Réelle
11:00:00;138;Réelle
10:30:00;356;Réelle
10:00:00;386;Réelle
09:30:00;408;Réelle
09:00:00;358;Réelle
08:30:00;264;Réelle
08:00:00;574;Réelle
07:30:00;586;Réelle
07:00:00;118;Réelle
06:30:00;146;Réelle
06:00:00;112;Réelle
05:30:00;248;Réelle
05:00:00;328;Réelle
04:30:00;1040;Réelle
04:00:00;432;Réelle
03:30:00;662;Réelle
03:00:00;1056;Réelle
02:30:00;900;Réelle
02:00:00;126;Réelle
01:30:00;2402;Réelle
01:00:00;1016;Réelle
00:30:00;194;Réelle

19/07/2020;;
00:00:00;202;Réelle
23:30:00;260;Réelle
23:00:00;286;Réelle
22:30:00;298;Réelle
22:00:00;512;Réelle
21:30:00;288;Réelle
21:00:00;184;Réelle
20:30:00;184;Réelle
20:00:00;222;Réelle
19:30:00;162;Réelle
19:00:00;162;Réelle
18:30:00;130;Réelle
18:00:00;144;Réelle
17:30:00;146;Réelle
17:00:00;220;Réelle
16:30:00;154;Réelle
16:00:00;148;Réelle
15:30:00;142;Réelle
15:00:00;204;Réelle
14:30:00;138;Réelle
14:00:00;148;Réelle
13:30:00;996;Réelle
13:00:00;2614;Réelle
12:30:00;1336;Réelle
12:00:00;816;Réelle
11:30:00;1612;Réelle
11:00:00;202;Réelle
10:30:00;270;Réelle
10:00:00;256;Réelle
09:30:00;234;Réelle
09:00:00;790;Réelle
08:30:00;202;Réelle
08:00:00;150;Réelle
07:30:00;202;Réelle
07:00:00;134;Réelle
06:30:00;120;Réelle
06:00:00;164;Réelle
05:30:00;126;Réelle
05:00:00;124;Réelle
04:30:00;138;Réelle
04:00:00;118;Réelle
03:30:00;136;Réelle
03:00:00;126;Réelle
02:30:00;128;Réelle
02:00:00;202;Réelle
01:30:00;2672;Réelle
01:00:00;972;Réelle
00:30:00;154;Réelle

18/07/2020;;
00:00:00;178;Réelle
23:30:00;230;Réelle
23:00:00;218;Réelle
22:30:00;234;Réelle
22:00:00;614;Réelle
21:30:00;256;Réelle
21:00:00;286;Réelle
20:30:00;910;Réelle
20:00:00;206;Réelle
19:30:00;182;Réelle
19:00:00;148;Réelle
18:30:00;152;Réelle
18:00:00;210;Réelle
17:30:00;134;Réelle
17:00:00;156;Réelle
16:30:00;164;Réelle
16:00:00;234;Réelle
15:30:00;136;Réelle
15:00:00;170;Réelle
14:30:00;1996;Réelle
14:00:00;1314;Réelle
13:30:00;3024;Réelle
13:00:00;4282;Réelle
12:30:00;2622;Réelle
12:00:00;890;Réelle
11:30:00;242;Réelle
11:00:00;440;Réelle
10:30:00;218;Réelle
10:00:00;254;Réelle
09:30:00;294;Réelle
09:00:00;532;Réelle
08:30:00;244;Réelle
08:00:00;152;Réelle
07:30:00;242;Réelle
07:00:00;130;Réelle
06:30:00;174;Réelle
06:00:00;154;Réelle
05:30:00;268;Réelle
05:00:00;264;Réelle
04:30:00;202;Réelle
04:00:00;202;Réelle
03:30:00;328;Réelle
03:00:00;1160;Réelle
02:30:00;128;Réelle
02:00:00;768;Réelle
01:30:00;2660;Réelle
01:00:00;1006;Réelle
00:30:00;184;Réelle

17/07/2020;;
00:00:00;182;Réelle
23:30:00;242;Réelle
23:00:00;294;Réelle
22:30:00;306;Réelle
22:00:00;566;Réelle
21:30:00;226;Réelle
21:00:00;628;Réelle
20:30:00;138;Réelle
20:00:00;182;Réelle
19:30:00;120;Réelle
19:00:00;176;Réelle
18:30:00;170;Réelle
18:00:00;126;Réelle
17:30:00;146;Réelle
17:00:00;390;Réelle
16:30:00;394;Réelle
16:00:00;402;Réelle
15:30:00;504;Réelle
15:00:00;442;Réelle
14:30:00;346;Réelle
14:00:00;596;Réelle
13:30:00;2202;Réelle
13:00:00;2946;Réelle
12:30:00;1640;Réelle
12:00:00;974;Réelle
11:30:00;648;Réelle
11:00:00;944;Réelle
10:30:00;558;Réelle
10:00:00;422;Réelle
09:30:00;518;Réelle
09:00:00;458;Réelle
08:30:00;586;Réelle
08:00:00;832;Réelle
07:30:00;808;Réelle
07:00:00;176;Réelle
06:30:00;172;Réelle
06:00:00;174;Réelle
05:30:00;178;Réelle
05:00:00;170;Réelle
04:30:00;176;Réelle
04:00:00;1192;Réelle
03:30:00;478;Réelle
03:00:00;740;Réelle
02:30:00;506;Réelle
02:00:00;658;Réelle
01:30:00;2702;Réelle
01:00:00;1022;Réelle
00:30:00;196;Réelle

16/07/2020;;
00:00:00;282;Réelle
23:30:00;328;Réelle
23:00:00;356;Réelle
22:30:00;596;Réelle
22:00:00;856;Réelle
21:30:00;298;Réelle
21:00:00;340;Réelle
20:30:00;320;Réelle
20:00:00;294;Réelle
19:30:00;806;Réelle
19:00:00;964;Réelle
18:30:00;496;Réelle
18:00:00;314;Réelle
17:30:00;994;Réelle
17:00:00;266;Réelle
16:30:00;470;Réelle
16:00:00;580;Réelle
15:30:00;478;Réelle
15:00:00;364;Réelle
14:30:00;338;Réelle
14:00:00;382;Réelle
13:30:00;1350;Réelle
13:00:00;2924;Réelle
12:30:00;1414;Réelle
12:00:00;434;Réelle
11:30:00;474;Réelle
11:00:00;450;Réelle
10:30:00;500;Réelle
10:00:00;458;Réelle
09:30:00;840;Réelle
09:00:00;504;Réelle
08:30:00;416;Réelle
08:00:00;718;Réelle
07:30:00;750;Réelle
07:00:00;218;Réelle
06:30:00;206;Réelle
06:00:00;358;Réelle
05:30:00;354;Réelle
05:00:00;298;Réelle
04:30:00;326;Réelle
04:00:00;318;Réelle
03:30:00;466;Réelle
03:00:00;978;Réelle
02:30:00;224;Réelle
02:00:00;210;Réelle
01:30:00;2402;Réelle
01:00:00;1056;Réelle
00:30:00;226;Réelle

15/07/2020;;
00:00:00;230;Réelle
23:30:00;218;Réelle
23:00:00;214;Réelle
22:30:00;386;Réelle
22:00:00;1288;Réelle
21:30:00;318;Réelle
21:00:00;530;Réelle
20:30:00;402;Réelle
20:00:00;376;Réelle
19:30:00;602;Réelle
19:00:00;400;Réelle
18:30:00;184;Réelle
18:00:00;134;Réelle
17:30:00;240;Réelle
17:00:00;228;Réelle
16:30:00;272;Réelle
16:00:00;244;Réelle
15:30:00;200;Réelle
15:00:00;236;Réelle
14:30:00;418;Réelle
14:00:00;1522;Réelle
13:30:00;2654;Réelle
13:00:00;2630;Réelle
12:30:00;1648;Réelle
12:00:00;208;Réelle
11:30:00;474;Réelle
11:00:00;510;Réelle
10:30:00;240;Réelle
10:00:00;242;Réelle
09:30:00;330;Réelle
09:00:00;362;Réelle
08:30:00;392;Réelle
08:00:00;664;Réelle
07:30:00;730;Réelle
07:00:00;168;Réelle
06:30:00;148;Réelle
06:00:00;150;Réelle
05:30:00;152;Réelle
05:00:00;132;Réelle
04:30:00;144;Réelle
04:00:00;144;Réelle
03:30:00;142;Réelle
03:00:00;1582;Réelle
02:30:00;244;Réelle
02:00:00;494;Réelle
01:30:00;2636;Réelle
01:00:00;1000;Réelle
00:30:00;120;Réelle

14/07/2020;;
00:00:00;160;Réelle
23:30:00;212;Réelle
23:00:00;196;Réelle
22:30:00;316;Réelle
22:00:00;674;Réelle
21:30:00;250;Réelle
21:00:00;806;Réelle
20:30:00;256;Réelle
20:00:00;260;Réelle
19:30:00;292;Réelle
19:00:00;230;Réelle
18:30:00;238;Réelle
18:00:00;248;Réelle
17:30:00;212;Réelle
17:00:00;190;Réelle
16:30:00;178;Réelle
16:00:00;140;Réelle
15:30:00;156;Réelle
15:00:00;202;Réelle
14:30:00;210;Réelle
14:00:00;140;Réelle
13:30:00;1508;Réelle
13:00:00;3354;Réelle
12:30:00;1906;Réelle
12:00:00;938;Réelle
11:30:00;614;Réelle
11:00:00;220;Réelle
10:30:00;314;Réelle
10:00:00;502;Réelle
09:30:00;292;Réelle
09:00:00;218;Réelle
08:30:00;302;Réelle
08:00:00;436;Réelle
07:30:00;686;Réelle
07:00:00;134;Réelle
06:30:00;130;Réelle
06:00:00;130;Réelle
05:30:00;138;Réelle
05:00:00;132;Réelle
04:30:00;154;Réelle
04:00:00;1418;Réelle
03:30:00;200;Réelle
03:00:00;202;Réelle
02:30:00;618;Réelle
02:00:00;476;Réelle
01:30:00;2680;Réelle
01:00:00;994;Réelle
00:30:00;174;Réelle

13/07/2020;;
00:00:00;210;Réelle
23:30:00;324;Réelle
23:00:00;294;Réelle
22:30:00;324;Réelle
22:00:00;630;Réelle
21:30:00;278;Réelle
21:00:00;258;Réelle
20:30:00;420;Réelle
20:00:00;310;Réelle
19:30:00;296;Réelle
19:00:00;260;Réelle
18:30:00;230;Réelle
18:00:00;250;Réelle
17:30:00;224;Réelle
17:00:00;266;Réelle
16:30:00;268;Réelle
16:00:00;268;Réelle
15:30:00;280;Réelle
15:00:00;320;Réelle
14:30:00;314;Réelle
14:00:00;228;Réelle
13:30:00;298;Réelle
13:00:00;2498;Réelle
12:30:00;1750;Réelle
12:00:00;988;Réelle
11:30:00;390;Réelle
11:00:00;368;Réelle
10:30:00;322;Réelle
10:00:00;1762;Réelle
09:30:00;538;Réelle
09:00:00;644;Réelle
08:30:00;426;Réelle
08:00:00;748;Réelle
07:30:00;932;Réelle
07:00:00;188;Réelle
06:30:00;184;Réelle
06:00:00;182;Réelle
05:30:00;190;Réelle
05:00:00;158;Réelle
04:30:00;164;Réelle
04:00:00;164;Réelle
03:30:00;162;Réelle
03:00:00;140;Réelle
02:30:00;172;Réelle
02:00:00;570;Réelle
01:30:00;2644;Réelle
01:00:00;994;Réelle
00:30:00;140;Réelle

12/07/2020;;
00:00:00;160;Réelle
23:30:00;156;Réelle
23:00:00;330;Réelle
22:30:00;432;Réelle
22:00:00;744;Réelle
21:30:00;276;Réelle
21:00:00;498;Réelle
20:30:00;472;Réelle
20:00:00;238;Réelle
19:30:00;170;Réelle
19:00:00;194;Réelle
18:30:00;144;Réelle
18:00:00;168;Réelle
17:30:00;872;Réelle
17:00:00;168;Réelle
16:30:00;172;Réelle
16:00:00;222;Réelle
15:30:00;292;Réelle
15:00:00;236;Réelle
14:30:00;238;Réelle
14:00:00;264;Réelle
13:30:00;2232;Réelle
13:00:00;2696;Réelle
12:30:00;1130;Réelle
12:00:00;234;Réelle
11:30:00;322;Réelle
11:00:00;566;Réelle
10:30:00;458;Réelle
10:00:00;552;Réelle
09:30:00;630;Réelle
09:00:00;1006;Réelle
08:30:00;476;Réelle
08:00:00;374;Réelle
07:30:00;1022;Réelle
07:00:00;150;Réelle
06:30:00;170;Réelle
06:00:00;178;Réelle
05:30:00;236;Réelle
05:00:00;286;Réelle
04:30:00;302;Réelle
04:00:00;274;Réelle
03:30:00;278;Réelle
03:00:00;796;Réelle
02:30:00;160;Réelle
02:00:00;702;Réelle
01:30:00;2666;Réelle
01:00:00;1006;Réelle
00:30:00;186;Réelle

11/07/2020;;
00:00:00;232;Réelle
23:30:00;254;Réelle
23:00:00;304;Réelle
22:30:00;412;Réelle
22:00:00;732;Réelle
21:30:00;296;Réelle
21:00:00;366;Réelle
20:30:00;378;Réelle
20:00:00;334;Réelle
19:30:00;264;Réelle
19:00:00;286;Réelle
18:30:00;206;Réelle
18:00:00;204;Réelle
17:30:00;240;Réelle
17:00:00;242;Réelle
16:30:00;234;Réelle
16:00:00;218;Réelle
15:30:00;190;Réelle
15:00:00;174;Réelle
14:30:00;1422;Réelle
14:00:00;386;Réelle
13:30:00;2044;Réelle
13:00:00;2916;Réelle
12:30:00;1140;Réelle
12:00:00;754;Réelle
11:30:00;332;Réelle
11:00:00;300;Réelle
