
Recapitulatif de mes puissances atteintes en W

Date et heure de releve par le distributeur;Puissance atteinte (W);Nature de la donnee
01:30:00;2650;Reelle
01:00:00;1036;Reelle
00:30:00;186;Reelle

10/09/2020;;
00:00:00;196;Reelle
23:30:00;204;Reelle
23:00:00;210;Reelle
22:30:00;262;Reelle
22:00:00;558;Reelle
21:30:00;254;Reelle
21:00:00;282;Reelle
20:30:00;412;Reelle
20:00:00;208;Reelle
19:30:00;242;Reelle
19:00:00;200;Reelle
18:30:00;382;Reelle
18:00:00;144;Reelle
17:30:00;162;Reelle
17:00:00;134;Reelle
16:30:00;170;Reelle
16:00:00;200;Reelle
15:30:00;126;Reelle
15:00:00;138;Reelle
14:30:00;142;Reelle
14:00:00;126;Reelle
13:30:00;2610;Reelle
13:00:00;2654;Reelle
12:30:00;1042;Reelle
12:00:00;156;Reelle
11:30:00;134;Reelle
11:00:00;158;Reelle
10:40:14;632;Reelle
10:30:00;148;Reelle
10:00:00;174;Reelle
09:30:00;222;Reelle
09:00:00;192;Reelle
08:30:00;206;Reelle
08:00:00;498;Reelle
07:30:00;544;Reelle
07:00:00;318;Reelle
06:30:00;194;Reelle
06:00:00;232;Reelle
05:30:00;256;Reelle
05:00:00;484;Reelle
04:30:00;1438;Reelle
04:00:00;150;Reelle
03:30:00;152;Reelle
03:00:00;148;Reelle
02:30:00;154;Reelle
02:00:00;800;Reelle
01:30:00;2634;Reelle
01:00:00;978;Reelle
00:30:00;188;Reelle

09/09/2020;;
00:00:00;222;Reelle
23:30:00;232;Reelle
23:00:00;226;Reelle
22:30:00;256;Reelle
22:00:00;574;Reelle
21:30:00;282;Reelle
21:00:00;238;Reelle
20:30:00;292;Reelle
20:00:00;290;Reelle
19:30:00;436;Reelle
19:00:00;300;Reelle
18:30:00;484;Reelle
18:00:00;292;Reelle
17:30:00;378;Reelle
17:00:00;252;Reelle
16:30:00;236;Reelle
16:00:00;204;Reelle
15:30:00;200;Reelle
15:00:00;204;Reelle
14:30:00;214;Reelle
14:00:00;680;Reelle
13:30:00;2606;Reelle
13:00:00;2664;Reelle
12:30:00;1650;Reelle
12:00:00;202;Reelle
11:30:00;202;Reelle
11:00:00;226;Reelle
10:30:00;328;Reelle
10:00:00;376;Reelle
09:30:00;444;Reelle
09:00:00;420;Reelle
08:30:00;368;Reelle
08:00:00;580;Reelle
07:30:00;1058;Reelle
07:00:00;314;Reelle
06:30:00;164;Reelle
06:00:00;142;Reelle
05:30:00;134;Reelle
05:00:00;134;Reelle
04:30:00;140;Reelle
04:00:00;130;Reelle
03:30:00;146;Reelle
03:00:00;126;Reelle
02:30:00;152;Reelle
02:00:00;792;Reelle
01:30:00;2622;Reelle
01:00:00;960;Reelle
00:30:00;152;Reelle

08/09/2020;;
00:00:00;190;Reelle
23:30:00;194;Reelle
23:00:00;194;Reelle
22:30:00;308;Reelle
22:00:00;608;Reelle
21:53:17;676;Reelle
21:30:00;304;Reelle
21:00:00;216;Reelle
20:30:00;386;Reelle
20:00:00;248;Reelle
19:30:00;272;Reelle
19:00:00;336;Reelle
18:30:00;412;Reelle
18:00:00;294;Reelle
17:30:00;214;Reelle
17:00:00;252;Reelle
16:30:00;226;Reelle
16:00:00;440;Reelle
15:30:00;374;Reelle
15:00:00;412;Reelle
14:30:00;328;Reelle
14:00:00;358;Reelle
13:30:00;740;Reelle
13:00:00;3132;Reelle
12:30:00;1170;Reelle
12:00:00;308;Reelle
11:30:00;434;Reelle
11:00:00;362;Reelle
10:30:00;244;Reelle
10:00:00;218;Reelle
09:30:00;228;Reelle
09:00:00;424;Reelle
08:30:00;530;Reelle
08:00:00;368;Reelle
07:30:00;894;Reelle
07:00:00;296;Reelle
06:30:00;130;Reelle
06:00:00;132;Reelle
05:30:00;128;Reelle
05:00:00;138;Reelle
04:30:00;128;Reelle
04:00:00;650;Reelle
03:30:00;678;Reelle
03:00:00;572;Reelle
02:30:00;1004;Reelle
02:00:00;844;Reelle
01:30:00;2606;Reelle
01:00:00;968;Reelle
00:30:00;136;Reelle

07/09/2020;;
00:00:00;190;Reelle
23:30:00;224;Reelle
23:00:00;240;Reelle
22:30:00;534;Reelle
22:00:00;676;Reelle
21:30:00;274;Reelle
21:00:00;220;Reelle
20:30:00;292;Reelle
20:00:00;298;Reelle
19:30:00;402;Reelle
19:00:00;1298;Reelle
18:30:00;1796;Reelle
18:00:00;256;Reelle
17:30:00;204;Reelle
17:00:00;248;Reelle
16:30:00;210;Reelle
16:00:00;230;Reelle
15:30:00;192;Reelle
15:00:00;224;Reelle
14:30:00;276;Reelle
14:00:00;828;Reelle
13:30:00;3448;Reelle
13:00:00;2704;Reelle
12:30:00;1090;Reelle
12:00:00;266;Reelle
11:30:00;328;Reelle
11:00:00;198;Reelle
10:30:00;442;Reelle
10:00:00;520;Reelle
09:30:00;422;Reelle
09:06:19;788;Reelle
09:00:00;492;Reelle
08:30:00;606;Reelle
08:00:00;474;Reelle
07:30:00;1754;Reelle
07:00:00;320;Reelle
06:30:00;132;Reelle
06:00:00;166;Reelle
05:30:00;144;Reelle
05:00:00;124;Reelle
04:30:00;144;Reelle
04:00:00;116;Reelle
03:30:00;144;Reelle
03:00:00;154;Reelle
02:30:00;148;Reelle
02:00:00;1044;Reelle
01:30:00;2628;Reelle
01:00:00;960;Reelle
00:30:00;134;Reelle

06/09/2020;;
00:00:00;138;Reelle
23:30:00;138;Reelle
23:00:00;198;Reelle
22:30:00;474;Reelle
22:00:00;638;Reelle
21:30:00;256;Reelle
21:00:00;926;Reelle
20:30:00;1228;Reelle
20:00:00;224;Reelle
19:30:00;218;Reelle
19:00:00;416;Reelle
18:30:00;470;Reelle
18:00:00;396;Reelle
17:30:00;424;Reelle
17:00:00;258;Reelle
16:30:00;288;Reelle
16:00:00;260;Reelle
15:30:00;270;Reelle
15:00:00;1274;Reelle
14:30:00;282;Reelle
14:00:00;1010;Reelle
13:30:00;1788;Reelle
13:00:00;2594;Reelle
12:30:00;1224;Reelle
12:00:00;1424;Reelle
11:30:00;338;Reelle
11:00:00;344;Reelle
10:30:00;296;Reelle
10:00:00;300;Reelle
09:30:00;600;Reelle
09:00:00;744;Reelle
08:30:00;344;Reelle
08:00:00;386;Reelle
07:30:00;458;Reelle
07:00:00;476;Reelle
06:30:00;470;Reelle
06:00:00;432;Reelle
05:30:00;480;Reelle
05:00:00;556;Reelle
04:30:00;492;Reelle
04:00:00;532;Reelle
03:30:00;532;Reelle
03:00:00;588;Reelle
02:30:00;790;Reelle
02:00:00;4074;Reelle
01:30:00;3156;Reelle
01:00:00;1132;Reelle
00:30:00;302;Reelle

05/09/2020;;
00:00:00;270;Reelle
23:30:00;320;Reelle
23:00:00;394;Reelle
22:30:00;520;Reelle
22:00:00;1020;Reelle
21:30:00;288;Reelle
21:00:00;682;Reelle
20:30:00;540;Reelle
20:19:21;1060;Reelle
20:00:00;178;Reelle
19:30:00;322;Reelle
19:00:00;446;Reelle
18:30:00;466;Reelle
18:00:00;282;Reelle
17:30:00;168;Reelle
17:00:00;1506;Reelle
16:30:00;544;Reelle
16:00:00;244;Reelle
15:30:00;334;Reelle
15:00:00;276;Reelle
14:30:00;160;Reelle
14:00:00;196;Reelle
13:30:00;800;Reelle
13:00:00;2672;Reelle
12:30:00;1734;Reelle
12:00:00;452;Reelle
11:30:00;940;Reelle
11:00:00;302;Reelle
10:30:00;388;Reelle
10:00:00;352;Reelle
09:30:00;534;Reelle
09:00:00;804;Reelle
08:30:00;364;Reelle
08:00:00;342;Reelle
07:30:00;854;Reelle
07:00:00;134;Reelle
06:30:00;184;Reelle
06:00:00;138;Reelle
05:30:00;132;Reelle
05:00:00;144;Reelle
04:30:00;128;Reelle
04:00:00;148;Reelle
03:30:00;122;Reelle
03:00:00;152;Reelle
02:30:00;120;Reelle
02:00:00;978;Reelle
01:30:00;2602;Reelle
01:00:00;982;Reelle
00:30:00;184;Reelle

04/09/2020;;
00:00:00;200;Reelle
23:30:00;202;Reelle
23:00:00;216;Reelle
22:30:00;362;Reelle
22:00:00;678;Reelle
21:30:00;252;Reelle
21:00:00;304;Reelle
20:30:00;882;Reelle
20:00:00;1562;Reelle
19:30:00;294;Reelle
19:00:00;386;Reelle
18:30:00;656;Reelle
18:00:00;192;Reelle
17:30:00;192;Reelle
17:00:00;232;Reelle
16:30:00;220;Reelle
16:00:00;236;Reelle
15:30:00;214;Reelle
15:00:00;202;Reelle
14:30:00;212;Reelle
14:00:00;254;Reelle
13:30:00;2688;Reelle
13:00:00;2606;Reelle
12:30:00;990;Reelle
12:00:00;554;Reelle
11:30:00;932;Reelle
11:00:00;384;Reelle
10:30:00;386;Reelle
10:00:00;1504;Reelle
09:30:00;448;Reelle
09:00:00;1256;Reelle
08:30:00;450;Reelle
08:00:00;358;Reelle
07:32:24;808;Reelle
07:30:00;1518;Reelle
07:00:00;314;Reelle
06:30:00;212;Reelle
06:00:00;144;Reelle
05:30:00;130;Reelle
05:00:00;136;Reelle
04:30:00;132;Reelle
04:00:00;134;Reelle
03:30:00;130;Reelle
03:00:00;140;Reelle
02:30:00;126;Reelle
02:00:00;146;Reelle
01:30:00;1868;Reelle
01:00:00;984;Reelle
00:30:00;122;Reelle

03/09/2020;;
00:00:00;152;Reelle
23:30:00;146;Reelle
23:00:00;224;Reelle
22:30:00;492;Reelle
22:00:00;692;Reelle
21:30:00;220;Reelle
21:00:00;362;Reelle
20:30:00;364;Reelle
20:00:00;640;Reelle
19:30:00;364;Reelle
19:00:00;754;Reelle
18:30:00;642;Reelle
18:00:00;326;Reelle
17:30:00;356;Reelle
17:00:00;362;Reelle
16:30:00;362;Reelle
16:00:00;396;Reelle
15:30:00;434;Reelle
15:00:00;446;Reelle
14:30:00;408;Reelle
14:00:00;338;Reelle
13:30:00;1748;Reelle
13:00:00;2832;Reelle
12:30:00;1372;Reelle
12:00:00;756;Reelle
11:30:00;600;Reelle
11:00:00;734;Reelle
10:30:00;548;Reelle
10:00:00;512;Reelle
09:30:00;520;Reelle
09:00:00;866;Reelle
08:30:00;720;Reelle
08:00:00;710;Reelle
07:30:00;2028;Reelle
07:00:00;448;Reelle
06:30:00;264;Reelle
06:00:00;224;Reelle
05:30:00;522;Reelle
05:00:00;156;Reelle
04:30:00;144;Reelle
04:00:00;176;Reelle
03:30:00;144;Reelle
03:00:00;142;Reelle
02:30:00;158;Reelle
02:00:00;1596;Reelle
01:30:00;2658;Reelle
01:00:00;968;Reelle
00:30:00;156;Reelle

02/09/2020;;
00:00:00;194;Reelle
23:30:00;246;Reelle
23:00:00;494;Reelle
22:30:00;788;Reelle
22:00:00;800;Reelle
21:30:00;346;Reelle
21:00:00;496;Reelle
20:30:00;378;Reelle
20:00:00;636;Reelle
19:30:00;234;Reelle
19:00:00;402;Reelle
18:45:26;1004;Reelle
18:30:00;446;Reelle
18:00:00;184;Reelle
17:30:00;216;Reelle
17:00:00;236;Reelle
16:30:00;242;Reelle
16:00:00;288;Reelle
15:30:00;252;Reelle
15:00:00;378;Reelle
14:30:00;260;Reelle
14:00:00;1154;Reelle
13:30:00;3676;Reelle
13:00:00;2654;Reelle
12:30:00;1594;Reelle
12:00:00;1274;Reelle
11:30:00;366;Reelle
11:00:00;254;Reelle
10:30:00;422;Reelle
10:00:00;456;Reelle
09:30:00;374;Reelle
09:00:00;638;Reelle
08:30:00;464;Reelle
08:00:00;628;Reelle
07:30:00;1748;Reelle
07:00:00;346;Reelle
06:30:00;156;Reelle
06:00:00;162;Reelle
05:30:00;148;Reelle
05:00:00;134;Reelle
04:30:00;158;Reelle
04:00:00;144;Reelle
03:30:00;152;Reelle
03:00:00;136;Reelle
02:30:00;146;Reelle
02:00:00;142;Reelle
01:30:00;2392;Reelle
01:00:00;974;Reelle
00:30:00;582;Reelle

01/09/2020;;
00:00:00;848;Reelle
23:30:00;872;Reelle
23:00:00;1056;Reelle
22:30:00;1174;Reelle
22:00:00;1296;Reelle
21:30:00;756;Reelle
21:00:00;1094;Reelle
20:30:00;910;Reelle
20:00:00;664;Reelle
19:30:00;336;Reelle
19:00:00;392;Reelle
18:30:00;582;Reelle
18:00:00;516;Reelle
17:30:00;536;Reelle
17:00:00;530;Reelle
16:30:00;836;Reelle
16:00:00;662;Reelle
15:30:00;406;Reelle
15:00:00;472;Reelle
14:30:00;418;Reelle
14:00:00;1194;Reelle
13:30:00;2890;Reelle
13:00:00;2854;Reelle
12:30:00;1140;Reelle
12:00:00;972;Reelle
11:30:00;2006;Reelle
11:00:00;536;Reelle
10:30:00;732;Reelle
10:00:00;800;Reelle
09:30:00;1168;Reelle
09:00:00;896;Reelle
08:30:00;1302;Reelle
08:00:00;1106;Reelle
07:30:00;730;Reelle
07:00:00;154;Reelle
06:30:00;142;Reelle
06:00:00;142;Reelle
05:58:28;522;Reelle
05:30:00;306;Reelle
05:00:00;248;Reelle
04:30:00;760;Reelle
04:00:00;934;Reelle
03:30:00;852;Reelle
03:00:00;926;Reelle
02:30:00;1200;Reelle
02:00:00;346;Reelle
01:30:00;2648;Reelle
01:00:00;986;Reelle
00:30:00;140;Reelle

31/08/2020;;
00:00:00;248;Reelle
00:00:00;248;Reelle
23:30:00;362;Reelle
23:30:00;362;Reelle
23:00:00;596;Reelle
23:00:00;596;Reelle
22:30:00;712;Reelle
22:30:00;712;Reelle
22:00:00;734;Reelle
22:00:00;734;Reelle
21:30:00;314;Reelle
21:30:00;314;Reelle
21:00:00;1804;Reelle
21:00:00;1804;Reelle
20:30:00;328;Reelle
20:30:00;328;Reelle
20:00:00;380;Reelle
20:00:00;380;Reelle
19:30:00;554;Reelle
19:30:00;554;Reelle
19:00:00;1012;Reelle
19:00:00;1012;Reelle
18:30:00;906;Reelle
18:30:00;906;Reelle
18:00:00;526;Reelle
18:00:00;526;Reelle
17:30:00;574;Reelle
17:30:00;574;Reelle
17:00:00;558;Reelle
17:00:00;558;Reelle
16:30:00;462;Reelle
16:30:00;462;Reelle
16:00:00;476;Reelle
16:00:00;476;Reelle
15:30:00;506;Reelle
15:30:00;506;Reelle
15:00:00;684;Reelle
15:00:00;684;Reelle
14:30:00;1730;Reelle
14:30:00;1730;Reelle
14:00:00;1932;Reelle
14:00:00;1932;Reelle
13:30:00;4120;Reelle
13:30:00;4120;Reelle
13:00:00;4962;Reelle
13:00:00;4962;Reelle
12:30:00;2300;Reelle
12:30:00;2300;Reelle
12:00:00;964;Reelle
12:00:00;964;Reelle
11:30:00;442;Reelle
11:30:00;442;Reelle
11:00:00;618;Reelle
11:00:00;618;Reelle
10:30:00;756;Reelle
10:30:00;756;Reelle
10:00:00;1044;Reelle
10:00:00;1044;Reelle
09:30:00;1006;Reelle
09:30:00;1006;Reelle
09:00:00;922;Reelle
09:00:00;922;Reelle
08:30:00;1166;Reelle
08:30:00;1166;Reelle
08:00:00;912;Reelle
08:00:00;912;Reelle
07:30:00;1310;Reelle
07:30:00;1310;Reelle
07:00:00;172;Reelle
07:00:00;172;Reelle
06:30:00;158;Reelle
06:30:00;158;Reelle
06:00:00;146;Reelle
06:00:00;146;Reelle
05:30:00;218;Reelle
05:30:00;218;Reelle
05:00:00;324;Reelle
05:00:00;324;Reelle
04:30:00;274;Reelle
04:30:00;274;Reelle
04:00:00;206;Reelle
04:00:00;206;Reelle
03:30:00;236;Reelle
03:30:00;236;Reelle
03:00:00;636;Reelle
03:00:00;636;Reelle
02:30:00;856;Reelle
02:30:00;856;Reelle
02:00:00;1122;Reelle
02:00:00;1122;Reelle
01:30:00;2642;Reelle
01:30:00;2642;Reelle
01:00:00;978;Reelle
01:00:00;978;Reelle
00:30:00;164;Reelle
00:30:00;164;Reelle

30/08/2020;;
00:00:00;226;Reelle
23:30:00;358;Reelle
23:00:00;1098;Reelle
22:30:00;1224;Reelle
22:00:00;1340;Reelle
21:30:00;652;Reelle
21:00:00;1138;Reelle
20:30:00;1396;Reelle
20:00:00;756;Reelle
19:30:00;732;Reelle
19:00:00;1170;Reelle
18:30:00;1362;Reelle
18:00:00;2106;Reelle
17:30:00;426;Reelle
17:11:30;662;Reelle
17:00:00;144;Reelle
16:30:00;142;Reelle
16:00:00;160;Reelle
15:30:00;146;Reelle
15:00:00;160;Reelle
14:30:00;132;Reelle
14:00:00;152;Reelle
13:30:00;138;Reelle
13:00:00;148;Reelle
12:30:00;142;Reelle
12:00:00;138;Reelle
11:30:00;144;Reelle
11:00:00;128;Reelle
10:30:00;166;Reelle
10:00:00;228;Reelle
09:30:00;662;Reelle
09:00:00;592;Reelle
08:30:00;170;Reelle
08:00:00;164;Reelle
07:30:00;286;Reelle
07:00:00;124;Reelle
06:30:00;138;Reelle
06:00:00;118;Reelle
05:30:00;138;Reelle
05:00:00;118;Reelle
04:30:00;134;Reelle
04:00:00;128;Reelle
03:30:00;126;Reelle
03:00:00;2280;Reelle
02:30:00;184;Reelle
02:00:00;138;Reelle
01:30:00;118;Reelle
01:00:00;136;Reelle
00:30:00;122;Reelle

29/08/2020;;
00:00:00;138;Reelle
23:30:00;172;Reelle
23:00:00;378;Reelle
22:30:00;542;Reelle
22:00:00;574;Reelle
21:30:00;126;Reelle
21:00:00;164;Reelle
20:30:00;136;Reelle
20:00:00;152;Reelle
19:30:00;418;Reelle
19:00:00;666;Reelle
18:30:00;402;Reelle
18:00:00;142;Reelle
17:30:00;134;Reelle
17:00:00;132;Reelle
16:30:00;124;Reelle
16:00:00;130;Reelle
15:30:00;128;Reelle
15:00:00;124;Reelle
14:30:00;138;Reelle
14:00:00;120;Reelle
13:30:00;142;Reelle
13:00:00;126;Reelle
12:30:00;140;Reelle
12:00:00;124;Reelle
11:30:00;136;Reelle
11:00:00;130;Reelle
10:30:00;126;Reelle
10:00:00;184;Reelle
09:30:00;550;Reelle
09:00:00;562;Reelle
08:30:00;130;Reelle
08:00:00;144;Reelle
07:30:00;174;Reelle
07:00:00;128;Reelle
06:30:00;128;Reelle
06:00:00;128;Reelle
05:30:00;130;Reelle
05:00:00;124;Reelle
04:30:00;130;Reelle
04:24:33;1352;Reelle
04:00:00;126;Reelle
03:30:00;154;Reelle
03:00:00;2286;Reelle
02:30:00;128;Reelle
02:00:00;132;Reelle
01:30:00;128;Reelle
01:00:00;132;Reelle
00:30:00;126;Reelle

28/08/2020;;
00:00:00;138;Reelle
23:30:00;138;Reelle
23:00:00;198;Reelle
22:30:00;422;Reelle
22:00:00;562;Reelle
21:30:00;138;Reelle
21:00:00;138;Reelle
20:30:00;134;Reelle
20:00:00;138;Reelle
19:30:00;260;Reelle
19:00:00;532;Reelle
18:30:00;388;Reelle
18:00:00;142;Reelle
17:30:00;128;Reelle
17:00:00;138;Reelle
16:30:00;116;Reelle
16:00:00;142;Reelle
15:30:00;112;Reelle
15:00:00;142;Reelle
14:30:00;114;Reelle
14:00:00;140;Reelle
13:30:00;120;Reelle
13:00:00;134;Reelle
12:30:00;126;Reelle
12:00:00;126;Reelle
11:30:00;132;Reelle
11:00:00;118;Reelle
10:30:00;134;Reelle
10:00:00;122;Reelle
09:30:00;130;Reelle
09:00:00;166;Reelle
08:30:00;346;Reelle
08:00:00;548;Reelle
07:30:00;122;Reelle
07:00:00;132;Reelle
06:30:00;130;Reelle
06:00:00;126;Reelle
05:30:00;138;Reelle
05:00:00;120;Reelle
04:30:00;144;Reelle
04:00:00;114;Reelle
03:30:00;146;Reelle
03:00:00;120;Reelle
02:30:00;984;Reelle
02:00:00;1350;Reelle
01:30:00;132;Reelle
01:00:00;128;Reelle
00:30:00;130;Reelle

27/08/2020;;
00:00:00;134;Reelle
23:30:00;146;Reelle
23:00:00;130;Reelle
22:30:00;294;Reelle
22:00:00;532;Reelle
21:30:00;152;Reelle
21:00:00;122;Reelle
20:30:00;150;Reelle
20:00:00;128;Reelle
19:30:00;224;Reelle
19:00:00;464;Reelle
18:30:00;398;Reelle
18:00:00;136;Reelle
17:30:00;138;Reelle
17:00:00;124;Reelle
16:30:00;134;Reelle
16:00:00;120;Reelle
15:37:35;422;Reelle
15:30:00;138;Reelle
15:00:00;114;Reelle
14:30:00;140;Reelle
14:00:00;118;Reelle
13:30:00;136;Reelle
13:00:00;126;Reelle
12:30:00;128;Reelle
12:00:00;128;Reelle
11:30:00;124;Reelle
11:00:00;128;Reelle
10:30:00;132;Reelle
10:00:00;120;Reelle
09:30:00;138;Reelle
09:00:00;146;Reelle
08:30:00;318;Reelle
08:00:00;522;Reelle
07:30:00;138;Reelle
07:00:00;124;Reelle
06:30:00;134;Reelle
06:00:00;128;Reelle
05:30:00;132;Reelle
05:00:00;126;Reelle
04:30:00;142;Reelle
04:00:00;122;Reelle
03:30:00;144;Reelle
03:00:00;122;Reelle
02:30:00;140;Reelle
02:00:00;134;Reelle
01:30:00;1186;Reelle
01:00:00;988;Reelle
00:30:00;114;Reelle

26/08/2020;;
00:00:00;156;Reelle
23:30:00;136;Reelle
23:00:00;144;Reelle
22:30:00;204;Reelle
22:00:00;526;Reelle
21:30:00;156;Reelle
21:00:00;130;Reelle
20:30:00;150;Reelle
20:00:00;144;Reelle
19:30:00;138;Reelle
19:00:00;418;Reelle
18:30:00;386;Reelle
18:00:00;154;Reelle
17:30:00;132;Reelle
17:00:00;148;Reelle
16:30:00;124;Reelle
16:00:00;138;Reelle
15:30:00;160;Reelle
15:00:00;176;Reelle
14:30:00;316;Reelle
14:00:00;1520;Reelle
13:30:00;1836;Reelle
13:00:00;2576;Reelle
12:30:00;2192;Reelle
12:00:00;568;Reelle
11:30:00;170;Reelle
11:00:00;178;Reelle
10:30:00;202;Reelle
10:00:00;308;Reelle
09:30:00;322;Reelle
09:00:00;334;Reelle
08:30:00;340;Reelle
08:00:00;590;Reelle
07:30:00;838;Reelle
07:00:00;142;Reelle
06:30:00;150;Reelle
06:00:00;152;Reelle
05:30:00;140;Reelle
05:00:00;212;Reelle
04:30:00;138;Reelle
04:00:00;160;Reelle
03:30:00;142;Reelle
03:00:00;156;Reelle
02:50:37;280;Reelle
02:30:00;148;Reelle
02:00:00;542;Reelle
01:30:00;2632;Reelle
01:00:00;990;Reelle
00:30:00;176;Reelle

25/08/2020;;
00:00:00;218;Reelle
23:30:00;218;Reelle
23:00:00;226;Reelle
22:30:00;300;Reelle
22:00:00;674;Reelle
21:30:00;226;Reelle
21:00:00;336;Reelle
20:30:00;334;Reelle
20:00:00;294;Reelle
19:30:00;348;Reelle
19:00:00;462;Reelle
18:30:00;552;Reelle
18:00:00;262;Reelle
17:30:00;236;Reelle
17:00:00;226;Reelle
16:30:00;278;Reelle
16:00:00;764;Reelle
15:30:00;422;Reelle
15:00:00;298;Reelle
14:30:00;284;Reelle
14:00:00;2264;Reelle
13:30:00;3058;Reelle
13:00:00;2686;Reelle
12:30:00;1242;Reelle
12:00:00;1318;Reelle
11:30:00;422;Reelle
11:00:00;492;Reelle
10:30:00;550;Reelle
10:00:00;538;Reelle
09:30:00;756;Reelle
09:00:00;456;Reelle
08:30:00;378;Reelle
08:00:00;826;Reelle
07:30:00;620;Reelle
07:00:00;286;Reelle
06:30:00;250;Reelle
06:00:00;244;Reelle
05:30:00;338;Reelle
05:00:00;330;Reelle
04:30:00;656;Reelle
04:00:00;844;Reelle
03:30:00;142;Reelle
03:00:00;136;Reelle
02:30:00;146;Reelle
02:00:00;140;Reelle
01:30:00;2140;Reelle
01:00:00;978;Reelle
00:30:00;154;Reelle

24/08/2020;;
00:00:00;198;Reelle
23:30:00;244;Reelle
23:00:00;424;Reelle
22:30:00;446;Reelle
22:00:00;822;Reelle
21:30:00;294;Reelle
21:00:00;980;Reelle
20:30:00;428;Reelle
20:00:00;394;Reelle
19:30:00;412;Reelle
19:00:00;238;Reelle
18:30:00;144;Reelle
18:00:00;150;Reelle
17:30:00;158;Reelle
17:00:00;182;Reelle
16:30:00;286;Reelle
16:00:00;422;Reelle
15:30:00;390;Reelle
15:00:00;412;Reelle
14:30:00;346;Reelle
14:03:39;272;Reelle
14:00:00;2754;Reelle
13:30:00;2704;Reelle
13:00:00;2778;Reelle
12:30:00;1070;Reelle
12:00:00;800;Reelle
11:30:00;142;Reelle
11:00:00;150;Reelle
10:30:00;152;Reelle
10:00:00;188;Reelle
09:30:00;210;Reelle
09:00:00;330;Reelle
08:30:00;264;Reelle
08:00:00;528;Reelle
07:30:00;150;Reelle
07:00:00;142;Reelle
06:30:00;146;Reelle
06:00:00;186;Reelle
05:30:00;218;Reelle
05:00:00;154;Reelle
04:30:00;140;Reelle
04:00:00;634;Reelle
03:30:00;642;Reelle
03:00:00;588;Reelle
02:30:00;452;Reelle
02:00:00;154;Reelle
01:30:00;1830;Reelle
01:00:00;988;Reelle
00:30:00;158;Reelle

23/08/2020;;
00:00:00;178;Reelle
23:30:00;356;Reelle
23:00:00;392;Reelle
22:30:00;412;Reelle
22:00:00;712;Reelle
21:30:00;406;Reelle
21:00:00;284;Reelle
20:30:00;292;Reelle
20:00:00;192;Reelle
19:30:00;180;Reelle
19:00:00;240;Reelle
18:30:00;158;Reelle
18:00:00;264;Reelle
17:30:00;148;Reelle
17:00:00;134;Reelle
16:30:00;138;Reelle
16:00:00;134;Reelle
15:30:00;134;Reelle
15:00:00;146;Reelle
14:30:00;126;Reelle
14:00:00;154;Reelle
13:30:00;664;Reelle
13:00:00;2590;Reelle
12:30:00;982;Reelle
12:00:00;168;Reelle
11:30:00;170;Reelle
11:00:00;156;Reelle
10:30:00;208;Reelle
10:00:00;258;Reelle
09:30:00;140;Reelle
09:00:00;372;Reelle
08:30:00;274;Reelle
08:00:00;138;Reelle
07:30:00;138;Reelle
07:00:00;138;Reelle
06:30:00;134;Reelle
06:00:00;148;Reelle
05:30:00;174;Reelle
05:00:00;276;Reelle
04:30:00;242;Reelle
04:00:00;228;Reelle
03:30:00;188;Reelle
03:00:00;284;Reelle
02:30:00;1018;Reelle
02:00:00;160;Reelle
01:30:00;2114;Reelle
01:16:42;704;Reelle
01:00:00;1002;Reelle
00:30:00;136;Reelle

22/08/2020;;
00:00:00;150;Reelle
23:30:00;162;Reelle
23:00:00;172;Reelle
22:30:00;230;Reelle
22:00:00;394;Reelle
21:30:00;212;Reelle
21:00:00;216;Reelle
20:30:00;204;Reelle
20:00:00;198;Reelle
19:30:00;272;Reelle
19:00:00;1696;Reelle
18:30:00;150;Reelle
18:00:00;328;Reelle
17:30:00;1386;Reelle
17:00:00;1636;Reelle
16:30:00;1840;Reelle
16:00:00;2264;Reelle
15:30:00;178;Reelle
15:00:00;162;Reelle
14:30:00;130;Reelle
14:00:00;138;Reelle
13:30:00;150;Reelle
13:00:00;1334;Reelle
12:30:00;994;Reelle
12:00:00;134;Reelle
11:30:00;156;Reelle
11:00:00;160;Reelle
10:30:00;142;Reelle
10:00:00;146;Reelle
09:30:00;200;Reelle
09:00:00;286;Reelle
08:30:00;128;Reelle
08:00:00;144;Reelle
07:30:00;126;Reelle
07:00:00;248;Reelle
06:30:00;268;Reelle
06:00:00;246;Reelle
05:30:00;196;Reelle
05:00:00;230;Reelle
04:30:00;206;Reelle
04:00:00;442;Reelle
03:30:00;1606;Reelle
03:00:00;1220;Reelle
02:30:00;2658;Reelle
02:00:00;2648;Reelle
01:30:00;2650;Reelle
01:00:00;980;Reelle
00:30:00;144;Reelle

21/08/2020;;
00:00:00;196;Reelle
23:30:00;244;Reelle
23:00:00;310;Reelle
22:30:00;312;Reelle
22:00:00;482;Reelle
21:30:00;394;Reelle
21:00:00;174;Reelle
20:30:00;158;Reelle
20:00:00;182;Reelle
19:30:00;146;Reelle
19:00:00;196;Reelle
18:30:00;204;Reelle
18:00:00;150;Reelle
17:30:00;138;Reelle
17:00:00;148;Reelle
16:30:00;140;Reelle
16:00:00;156;Reelle
15:30:00;224;Reelle
15:00:00;146;Reelle
14:30:00;162;Reelle
14:00:00;124;Reelle
